,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
35,35,5,1,3,2,3,6,2273,339,132,51,96.192368,"2022,"
36,36,5,1,3,2,3,7,2425,339,105,42,91.658737,9:35
37,37,5,1,3,2,3,8,2547,339,98,41,91.372826,AM
38,38,2,1,4,0,0,0,478,818,1237,225,-1.0,
39,39,3,1,4,1,0,0,478,818,1237,225,-1.0,
40,40,4,1,4,1,1,0,480,818,1235,82,-1.0,
41,41,5,1,4,1,1,1,480,818,1235,82,95.0, 
42,42,4,1,4,1,2,0,478,900,738,143,-1.0,
43,43,5,1,4,1,2,1,478,900,738,143,95.0,  
44,44,2,1,5,0,0,0,996,921,473,115,-1.0,
45,45,3,1,5,1,0,0,996,921,473,115,-1.0,
46,46,4,1,5,1,1,0,996,921,456,55,-1.0,
47,47,5,1,5,1,1,1,996,921,23,15,0.0,B
48,48,5,1,5,1,1,2,1046,959,10,11,46.567616,.
49,49,5,1,5,1,1,3,1118,947,64,29,0.0,Ci
50,50,5,1,5,1,1,4,1215,965,31,10,0.0,...f
51,51,5,1,5,1,1,5,1265,968,5,3,0.0,l.
52,52,5,1,5,1,1,6,1293,965,32,10,0.0,jEE
53,53,5,1,5,1,1,7,1338,932,54,43,0.0,>
54,54,5,1,5,1,1,8,1424,958,13,17,44.390617,i.
55,55,5,1,5,1,1,9,1448,969,4,2,85.271233,.
56,56,4,1,5,1,2,0,1063,965,406,71,-1.0,
57,57,5,1,5,1,2,1,1063,975,131,47,0.0,Jgater
58,58,5,1,5,1,2,2,1216,965,253,71,65.130867,Noida
59,59,2,1,6,0,0,0,2089,935,251,73,-1.0,
60,60,3,1,6,1,0,0,2089,935,251,73,-1.0,
61,61,4,1,6,1,1,0,2089,935,251,73,-1.0,
62,62,5,1,6,1,1,1,2089,935,251,73,0.0,DASAES
63,63,2,1,7,0,0,0,478,1034,738,254,-1.0,
64,64,3,1,7,1,0,0,478,1034,738,254,-1.0,
65,65,4,1,7,1,1,0,478,1034,738,212,-1.0,
66,66,5,1,7,1,1,1,478,1043,182,1,95.0, 
67,67,5,1,7,1,1,2,737,1034,479,212,95.0,        
68,68,4,1,7,1,2,0,821,1246,49,42,-1.0,
69,69,5,1,7,1,2,1,821,1246,49,42,95.0, 
70,70,2,1,8,0,0,0,461,1044,167,217,-1.0,
71,71,3,1,8,1,0,0,461,1044,167,217,-1.0,
72,72,4,1,8,1,1,0,461,1044,167,89,-1.0,
73,73,5,1,8,1,1,1,461,1044,167,89,95.0,    
74,74,4,1,8,1,2,0,498,1197,28,64,-1.0,
75,75,5,1,8,1,2,1,498,1197,28,64,95.0, 
76,76,2,1,9,0,0,0,498,900,1290,389,-1.0,
77,77,3,1,9,1,0,0,498,900,1290,389,-1.0,
78,78,4,1,9,1,1,0,585,900,1203,233,-1.0,
79,79,5,1,9,1,1,1,585,1069,23,64,95.0, 
80,80,5,1,9,1,1,2,1469,900,319,233,95.0, 
81,81,4,1,9,1,2,0,498,1133,1290,156,-1.0,
82,82,5,1,9,1,2,1,498,1133,1290,156,95.0,   
83,83,2,1,10,0,0,0,1157,1127,59,6,-1.0,
84,84,3,1,10,1,0,0,1157,1127,59,6,-1.0,
85,85,4,1,10,1,1,0,1157,1127,59,6,-1.0,
86,86,5,1,10,1,1,1,1157,1127,59,6,95.0, 
87,87,2,1,11,0,0,0,486,1079,1865,192,-1.0,
88,88,3,1,11,1,0,0,486,1079,1865,192,-1.0,
89,89,4,1,11,1,1,0,526,1079,1825,111,-1.0,
90,90,5,1,11,1,1,1,526,1132,20,17,0.0,I
91,91,5,1,11,1,1,2,561,1079,196,111,0.0,~\
92,92,5,1,11,1,1,3,943,1152,41,14,10.351219,N
93,93,5,1,11,1,1,4,2079,1100,117,46,93.305931,6.29
94,94,5,1,11,1,1,5,2219,1100,132,46,93.184212,mins
95,95,4,1,11,1,2,0,499,1168,1829,56,-1.0,
96,96,5,1,11,1,2,1,499,1168,238,57,0.0,2
97,97,5,1,11,1,2,2,788,1189,5,3,0.0,\N
98,98,5,1,11,1,2,3,964,1169,32,23,0.0,.
99,99,5,1,11,1,2,4,2102,1184,226,35,91.796158,DURATION
100,100,4,1,11,1,3,0,486,1190,272,81,-1.0,
101,101,5,1,11,1,3,1,486,1190,272,81,21.176659,[5555150
102,102,2,1,12,0,0,0,484,1069,9,189,-1.0,
103,103,3,1,12,1,0,0,484,1069,9,189,-1.0,
104,104,4,1,12,1,1,0,484,1069,9,189,-1.0,
105,105,5,1,12,1,1,1,484,1069,9,189,95.0, 
106,106,2,1,13,0,0,0,498,1246,185,34,-1.0,
107,107,3,1,13,1,0,0,498,1246,185,34,-1.0,
108,108,4,1,13,1,1,0,623,1246,60,15,-1.0,
109,109,5,1,13,1,1,1,623,1246,60,15,95.0,  
110,110,4,1,13,1,2,0,498,1261,185,19,-1.0,
111,111,5,1,13,1,2,1,498,1261,185,19,95.0,    
112,112,2,1,14,0,0,0,484,1346,1571,61,-1.0,
113,113,3,1,14,1,0,0,484,1346,1571,61,-1.0,
114,114,4,1,14,1,1,0,484,1346,1571,61,-1.0,
115,115,5,1,14,1,1,1,484,1346,49,48,0.0,@
116,116,5,1,14,1,1,2,580,1355,100,46,85.716721,"18C,"
117,117,5,1,14,1,1,3,702,1353,271,54,92.665253,Knowledge
118,118,5,1,14,1,1,4,993,1353,108,42,92.031364,Park
119,119,5,1,14,1,1,5,1120,1355,50,46,78.104691,"Ill,"
120,120,5,1,14,1,1,6,1192,1353,154,48,92.280678,"Noida,"
121,121,5,1,14,1,1,7,1368,1355,122,40,92.804962,Uttar
122,122,5,1,14,1,1,8,1509,1353,198,42,92.733734,Pradesh
123,123,5,1,14,1,1,9,1726,1355,191,46,93.300522,"201310,"
124,124,5,1,14,1,1,10,1939,1353,116,42,93.091934,India
125,125,2,1,15,0,0,0,577,1533,1713,54,-1.0,
126,126,3,1,15,1,0,0,484,1526,1806,61,-1.0,
127,127,4,1,15,1,1,0,577,1533,1713,54,-1.0,
128,128,5,1,15,1,1,1,577,1535,148,46,93.303802,"25-29,"
129,129,5,1,15,1,1,2,746,1533,271,54,92.427185,Knowledge
130,130,5,1,15,1,1,3,1038,1533,107,42,92.910568,Park
131,131,5,1,15,1,1,4,1164,1535,35,46,21.899651,"Il,"
132,132,5,1,15,1,1,5,1219,1535,188,40,92.576035,Greater
133,133,5,1,15,1,1,6,1427,1533,154,48,92.575661,"Noida,"
134,134,5,1,15,1,1,7,1602,1535,123,40,92.175659,Uttar
135,135,5,1,15,1,1,8,1744,1533,198,42,91.520172,Pradesh
136,136,5,1,15,1,1,9,1961,1535,191,46,93.305931,"201310,"
137,137,5,1,15,1,1,10,2173,1533,117,42,91.773811,India
138,138,2,1,16,0,0,0,546,1709,279,42,-1.0,
139,139,3,1,16,1,0,0,546,1709,279,42,-1.0,
140,140,4,1,16,1,1,0,546,1709,279,42,-1.0,
141,141,5,1,16,1,1,1,546,1709,77,41,92.509964,Bill
142,142,5,1,16,1,1,2,644,1709,181,42,92.738289,Details
143,143,2,1,17,0,0,0,541,1876,2047,362,-1.0,
144,144,3,1,17,1,0,0,541,1876,2047,362,-1.0,
145,145,4,1,17,1,1,0,545,1876,2043,46,-1.0,
146,146,5,1,17,1,1,1,545,1876,88,36,92.584953,Ride
147,147,5,1,17,1,1,2,649,1876,148,46,92.171608,Charge
148,148,5,1,17,1,1,3,2432,1877,25,34,93.126762,₹
149,149,5,1,17,1,1,4,2474,1877,114,35,96.625076,27.82
150,150,4,1,17,1,2,0,545,1968,2043,46,-1.0,
151,151,5,1,17,1,2,1,545,1968,170,46,92.785973,Booking
152,152,5,1,17,1,2,2,731,1970,91,34,92.358551,Fees
153,153,5,1,17,1,2,3,838,1969,31,35,93.096123,&
154,154,5,1,17,1,2,4,883,1969,271,35,91.003128,Convenience
155,155,5,1,17,1,2,5,1170,1968,171,46,92.564957,Charges
156,156,5,1,17,1,2,6,2432,1969,25,34,93.060478,₹
157,157,5,1,17,1,2,7,2476,1969,112,35,96.236664,11.18
158,158,4,1,17,1,3,0,545,2061,2043,35,-1.0,
159,159,5,1,17,1,3,1,545,2061,186,35,92.203041,Discount
160,160,5,1,17,1,3,2,2416,2061,41,34,93.243813,-₹
161,161,5,1,17,1,3,3,2476,2061,112,35,96.646034,10.00
162,162,4,1,17,1,4,0,541,2190,2045,48,-1.0,
163,163,5,1,17,1,4,1,541,2190,137,48,92.191582,Total
164,164,5,1,17,1,4,2,699,2193,229,45,89.966881,Amount
165,165,5,1,17,1,4,3,2382,2192,33,45,92.15271,₹
166,166,5,1,17,1,4,4,2435,2192,151,46,96.316216,29.00
167,167,2,1,18,0,0,0,542,2301,266,29,-1.0,
168,168,3,1,18,1,0,0,542,2301,266,29,-1.0,
169,169,4,1,18,1,1,0,542,2301,266,29,-1.0,
170,170,5,1,18,1,1,1,542,2301,129,29,92.402824,(Inclusive
171,171,5,1,18,1,1,2,681,2301,30,25,92.038063,of
172,172,5,1,18,1,1,3,717,2302,91,28,93.134933,Taxes)
173,173,2,1,19,0,0,0,541,2542,2047,144,-1.0,
174,174,3,1,19,1,0,0,541,2542,2047,140,-1.0,
175,175,4,1,19,1,1,0,541,2542,423,62,-1.0,
176,176,5,1,19,1,1,1,541,2545,104,45,92.434921,You
177,177,5,1,19,1,1,2,672,2542,113,48,91.584938,Paid
178,178,5,1,19,1,1,3,811,2544,153,60,92.560333,Using
179,179,4,1,19,1,2,0,546,2625,2042,61,-1.0,
180,180,5,1,19,1,2,1,546,2625,87,61,91.845299,UPI
181,181,5,1,19,1,2,2,2432,2639,25,34,93.249352,₹
182,182,5,1,19,1,2,3,2474,2639,114,35,96.11174,29.00
